text,labels,label_vector
Page-start VIRGINIA ANNUAL IMMUNIZATION SURVEY (VAIS),[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start ACIP Vaccine Recommendations and Guidelines,['Source Credibility'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
Enroll Now Thank you for your interest in the VVFC program. Together we can work to protect Virginia’s children against vaccine preventable diseases.,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Enroll Now Here is how to get started…,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Enroll Now Temperature Monitoring and Calibration Checklist,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
serial 669,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Data and StatisticsAdult Vaccination CoverageAnnual School Self-Reports of Immunization CoverageVIRGINIA ANNUAL IMMUNIZATION SURVEY (VAIS)Assessments & CoCasaHealthy People 2030National Immunization Survey (NIS),[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Healthcare Personnel (HCP) and Vaccinations,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Vaccine InformationACIP Vaccine Recommendations and GuidelinesACIP Recommended Immunization SchedulesVaccine Information Statements,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Vaccine Updates Locate immunization services at the Virginia health department nearest you,Click Here",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
View issues here! Virginia Department of Health Announces Statewide Outbreak of Meningococcal Disease(8/30/2023),[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"View issues here! Learn more about the IAC Birth Dose Initiative,CLICK HERE!",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Virginia Perinatal Hepatitis B Prevention (VPHBP) Program,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Virginia Vaccines for Adults (VVFA)The BackPageVVFA EnrollmentVVFA FormsHandbookLocate A VVFA ProviderVVFA ResourcesVVFA Storage And Handling,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Virginia Vaccines for Children (VVFC)The BackPageEnroll NowFormsHandbookLocate A VVFC ProviderVVFC TrainingResourcesStorage and Handling,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start VFC Internal Map (Staff Only),[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Annual School Self-Reports of Immunization Coverage,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start VIRGINIA ANNUAL IMMUNIZATION SURVEY (VAIS),[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start ACIP Vaccine Recommendations and Guidelines,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ACIP Vaccine Recommendations You need javascript enabled to view this content or go to <a href='//tools.cdc.gov/api/v2/resources/media/126876/noscript'>source URL</a>.,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
serial 717,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start ImmunizationContact UsCOVID-19 VaccineData and StatisticsAdult Vaccination CoverageAnnual School Self-Reports of Immunization CoverageVIRGINIA ANNUAL IMMUNIZATION SURVEY (VAIS)Assessments & CoCasaHealthy People 2030National Immunization Survey (NIS)Healthcare Personnel (HCP) and VaccinationsHuman Papillomavirus (HPV) VaccineInternational TravelIQIPPertussis Prevention in VirginiaSchool RequirementsSeasonal InfluenzaVaccine InformationACIP Vaccine Recommendations and GuidelinesACIP Recommended Immunization SchedulesVaccine Information StatementsVaccine Preventable Disease SurveillanceVaccine SafetyVirginia Immunization Information System (VIIS)Virginia Perinatal Hepatitis B Prevention (VPHBP) ProgramVirginia Vaccines for Adults (VVFA)The BackPageVVFA EnrollmentVVFA FormsHandbookLocate A VVFA ProviderVVFA ResourcesVVFA Storage And HandlingVirginia Vaccines for Children (VVFC)The BackPageEnroll NowFormsHandbookLocate A VVFC ProviderVVFC TrainingResourcesStorage and HandlingWorksite Wellness through ImmunizationVFC Internal Map (Staff Only),[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Data and StatisticsAdult Vaccination CoverageAnnual School Self-Reports of Immunization CoverageVIRGINIA ANNUAL IMMUNIZATION SURVEY (VAIS)Assessments & CoCasaHealthy People 2030National Immunization Survey (NIS),[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Healthcare Personnel (HCP) and Vaccinations,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Vaccine InformationACIP Vaccine Recommendations and GuidelinesACIP Recommended Immunization SchedulesVaccine Information Statements,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Virginia Immunization Information System (VIIS),[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Virginia Perinatal Hepatitis B Prevention (VPHBP) Program,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Virginia Vaccines for Adults (VVFA)The BackPageVVFA EnrollmentVVFA FormsHandbookLocate A VVFA ProviderVVFA ResourcesVVFA Storage And Handling,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Virginia Vaccines for Children (VVFC)The BackPageEnroll NowFormsHandbookLocate A VVFC ProviderVVFC TrainingResourcesStorage and Handling,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start VFC Internal Map (Staff Only),[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Annual School Self-Reports of Immunization Coverage,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start VIRGINIA ANNUAL IMMUNIZATION SURVEY (VAIS),[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start ACIP Vaccine Recommendations and Guidelines,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Manager: Beth Miller The Virginia Division of Immunization's mission is to reduce the morbidity and mortality associated with vaccine-preventable diseases. The Centers for Disease Control and Prevention (CDC) Immunization Quality Improvement for Providers (IQIP) program is a quality improvement program for healthcare providers enrolled the Virginia Vaccines for Children (VVFC) program. The goal of IQIP is to increase vaccination of children and adolescents with allAdvisory Committee for Immunization Practices (ACIP)-recommended vaccinesby reducing missed opportunities to vaccinate and improving immunization delivery practices at the provider level.,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Manager: Beth Miller CDC’s IQIP program can help make provider practices more efficient and ensure children and adolescents are getting the vaccines they need when they need them. IQIP works with VVFC providers to implement strategies to improve immunization workflow and help create a culture of on-time vaccination.,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Benefits include: Saving time by ensuring children and adolescents are vaccinated on time so more visits do not have to be scheduled for catch-up vaccinations,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Benefits include: Saving money because staff resources are not devoted to catch-up and follow-up activities,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Benefits include: Allowing tailored quality improvement strategies that best meet needs and workflow,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Benefits include: Using IIS data to better assess on-time vaccination coverage and individual patient vaccination needs,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Benefits include: Assisting in meeting HEDIS measures for children and adolescents,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Resources Virginia Immunization Information System Quick Guide,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Resources Virginia Immunization Coverage Assessment Tool (VICAT)**Coming Soon**,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Resources Healthy People 2020 National Immunization Goals,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Resources 2019 Recommended Immunizations for Children from Birth Through 18 Years Old,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Resources Preventing Cancer Just Got Easier: 2 Dose Decision Tree,['Number Doses'],"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
Resources Talking to Parents about HPV Vaccine,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Resources Talking with Parents about Vaccines for Infants,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Resources Using Standing Orders for Administering Vaccines: What You Should Know,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Resources Immunization Clinic Resources and Materials for Health Professionals and Their Patients,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Resources Suggestions to Improve Your Immunization Services,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Resources Documenting Parental Refusal to Have Their Children Vaccinated,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Resources Adolescent Immunization: Strategies for Increasing Coverage Rates,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Resources Increasing Appropriate Vaccination(The Guide to Community Preventive Services),[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
serial 750,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start ImmunizationContact UsCOVID-19 VaccineData and StatisticsAdult Vaccination CoverageAnnual School Self-Reports of Immunization CoverageVIRGINIA ANNUAL IMMUNIZATION SURVEY (VAIS)Assessments & CoCasaHealthy People 2030National Immunization Survey (NIS)Healthcare Personnel (HCP) and VaccinationsHuman Papillomavirus (HPV) VaccineInternational TravelIQIPPertussis Prevention in VirginiaSchool RequirementsSeasonal InfluenzaVaccine InformationACIP Vaccine Recommendations and GuidelinesACIP Recommended Immunization SchedulesVaccine Information StatementsVaccine Preventable Disease SurveillanceVaccine SafetyVirginia Immunization Information System (VIIS)Virginia Perinatal Hepatitis B Prevention (VPHBP) ProgramVirginia Vaccines for Adults (VVFA)The BackPageVVFA EnrollmentVVFA FormsHandbookLocate A VVFA ProviderVVFA ResourcesVVFA Storage And HandlingVirginia Vaccines for Children (VVFC)The BackPageEnroll NowFormsHandbookLocate A VVFC ProviderVVFC TrainingResourcesStorage and HandlingWorksite Wellness through ImmunizationVFC Internal Map (Staff Only),['Source Credibility'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
Page-start Data and StatisticsAdult Vaccination CoverageAnnual School Self-Reports of Immunization CoverageVIRGINIA ANNUAL IMMUNIZATION SURVEY (VAIS)Assessments & CoCasaHealthy People 2030National Immunization Survey (NIS),[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Healthcare Personnel (HCP) and Vaccinations,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Vaccine InformationACIP Vaccine Recommendations and GuidelinesACIP Recommended Immunization SchedulesVaccine Information Statements,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Virginia Immunization Information System (VIIS),[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Information for Individuals and Families Pertussis Vaccine Recommendations Across the Lifespan,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Information for Individuals and Families Updated Recommendations for Tdap during Pregnancy(2/2013),[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Information for Individuals and Families Information on DTaP, Tdap and Insurance Coverage",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Information for Individuals and Families Find the Health Department Closest to You,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Information for Individuals and Families Diphtheria, Tetanus and Pertussis (DTaP)",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Information for Individuals and Families VIS for DTaP in foreign languages,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Information for Individuals and Families Tetanus, Diphtheria and Pertussis (Tdap)",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Information for Health Care Professionals Pertussis Diagnostics Pamphlet–Association of Public Health Laboratories,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Information for Health Care Professionals Best Practices for Health Care Professionals on the Use of PCR Tests for Diagnosing PertussisCDC,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Information for Health Care Professionals Specimen collection videos from CDCCDC,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Information for Health Care Professionals Hear What Pertussis Sounds Like(PKIDS),[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Vaccine Information Statements You need javascript enabled to view this content or go tosource URL.,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
serial 820,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start ImmunizationContact UsCOVID-19 VaccineData and StatisticsAdult Vaccination CoverageAnnual School Self-Reports of Immunization CoverageVIRGINIA ANNUAL IMMUNIZATION SURVEY (VAIS)Assessments & CoCasaHealthy People 2030National Immunization Survey (NIS)Healthcare Personnel (HCP) and VaccinationsHuman Papillomavirus (HPV) VaccineInternational TravelIQIPPertussis Prevention in VirginiaSchool RequirementsSeasonal InfluenzaVaccine InformationACIP Vaccine Recommendations and GuidelinesACIP Recommended Immunization SchedulesVaccine Information StatementsVaccine Preventable Disease SurveillanceVaccine SafetyVirginia Immunization Information System (VIIS)Virginia Perinatal Hepatitis B Prevention (VPHBP) ProgramVirginia Vaccines for Adults (VVFA)The BackPageVVFA EnrollmentVVFA FormsHandbookLocate A VVFA ProviderVVFA ResourcesVVFA Storage And HandlingVirginia Vaccines for Children (VVFC)The BackPageEnroll NowFormsHandbookLocate A VVFC ProviderVVFC TrainingResourcesStorage and HandlingWorksite Wellness through ImmunizationVFC Internal Map (Staff Only),[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Data and StatisticsAdult Vaccination CoverageAnnual School Self-Reports of Immunization CoverageVIRGINIA ANNUAL IMMUNIZATION SURVEY (VAIS)Assessments & CoCasaHealthy People 2030National Immunization Survey (NIS),[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Healthcare Personnel (HCP) and Vaccinations,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Vaccine InformationACIP Vaccine Recommendations and GuidelinesACIP Recommended Immunization SchedulesVaccine Information Statements,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Virginia Immunization Information System (VIIS),[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
serial 838,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
serial 839,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start ImmunizationContact UsCOVID-19 VaccineData and StatisticsAdult Vaccination CoverageAnnual School Self-Reports of Immunization CoverageVIRGINIA ANNUAL IMMUNIZATION SURVEY (VAIS)Assessments & CoCasaHealthy People 2030National Immunization Survey (NIS)Healthcare Personnel (HCP) and VaccinationsHuman Papillomavirus (HPV) VaccineInternational TravelIQIPPertussis Prevention in VirginiaSchool RequirementsSeasonal InfluenzaVaccine InformationACIP Vaccine Recommendations and GuidelinesACIP Recommended Immunization SchedulesVaccine Information StatementsVaccine Preventable Disease SurveillanceVaccine SafetyVirginia Immunization Information System (VIIS)Virginia Perinatal Hepatitis B Prevention (VPHBP) ProgramVirginia Vaccines for Adults (VVFA)The BackPageVVFA EnrollmentVVFA FormsHandbookLocate A VVFA ProviderVVFA ResourcesVVFA Storage And HandlingVirginia Vaccines for Children (VVFC)The BackPageEnroll NowFormsHandbookLocate A VVFC ProviderVVFC TrainingResourcesStorage and HandlingWorksite Wellness through ImmunizationVFC Internal Map (Staff Only),[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Data and StatisticsAdult Vaccination CoverageAnnual School Self-Reports of Immunization CoverageVIRGINIA ANNUAL IMMUNIZATION SURVEY (VAIS)Assessments & CoCasaHealthy People 2030National Immunization Survey (NIS),[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Healthcare Personnel (HCP) and Vaccinations,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Vaccine InformationACIP Vaccine Recommendations and GuidelinesACIP Recommended Immunization SchedulesVaccine Information Statements,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Virginia Immunization Information System (VIIS),[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Virginia Perinatal Hepatitis B Prevention (VPHBP) Program,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Virginia Vaccines for Adults (VVFA)The BackPageVVFA EnrollmentVVFA FormsHandbookLocate A VVFA ProviderVVFA ResourcesVVFA Storage And Handling,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Virginia Vaccines for Children (VVFC)The BackPageEnroll NowFormsHandbookLocate A VVFC ProviderVVFC TrainingResourcesStorage and Handling,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start VFC Internal Map (Staff Only),[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Annual School Self-Reports of Immunization Coverage,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start VIRGINIA ANNUAL IMMUNIZATION SURVEY (VAIS),[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start ACIP Vaccine Recommendations and Guidelines,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Manager: Crista Sullivan, MBA Immunizations are not just for children.  Immunizations are needed across the lifespan. All adults need immunizations to help them prevent getting and spreading serious diseases.",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Manager: Crista Sullivan, MBA The Virginia Vaccines for Adults (VVFA) program is managed by the Virginia Department of Health (VDH), Division of Immunization (DOI).  Barriers to adult immunization are reduced through utilization of providers located in underserved areas. DOI supplies federally and state purchased vaccine at no cost to adult health care providers.",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
